DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,39,15410,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Sawyer,RRNe,Norm,Single-family Detached,1Story,6,6,1974,2002,Hip,Two-family Conversion,Plywood,Plywood,Brick Common,250,2,3,Cinder Block,3,3,4,Below Average Living Quarters,126,Good Living Quarters,859,223,1208,GasA,4,1,SBrkr,1494,0,0,1494,1,0,2,0,3,1,2,7,Typ,2,2,Attchd,1974,3,2,461,3,3,2,296,0,186,0,0,0,0,Good Privacy,None,0,4,2010,WD,Abnormal Sale,,3163,13455,0.09695003244646333,186,0,1,8,0.0013386880856760374,1.5,36,0.0025308241401687218,0.015184944841012332,213.42857142857142,3,230.5,1383,3624,8964,8964,3624,1383
2-STORY 1946 & NEWER,Residential Low Density,85,13143,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,8,5,1993,1993,Gable,Two-family Conversion,Hard Board,Imitation Stucco,Brick Face,504,3,2,Poured Contrete,4,3,1,Low Quality,250,Good Living Quarters,981,0,1231,GasA,4,1,SBrkr,1251,1098,0,2349,1,0,2,1,4,1,3,9,Typ,1,3,Attchd,1993,2,3,762,3,3,2,32,130,0,0,0,0,0,No Fance,None,0,6,2010,WD,Normal Sale,,4342,11130,0.17872631819219356,130,1,0,17,4.257130693912303E-4,1.3333333333333333,17,0.006467321007380355,0.03233660503690178,261.0,4,254.0,2286,4924,18792,11745,3693,2286
2-STORY 1946 & NEWER,Residential Low Density,88,11134,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,8,5,1992,1993,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,180,3,2,Poured Contrete,4,3,1,Good Living Quarters,1129,Unfinshed,0,261,1390,GasA,4,1,SBrkr,1402,823,0,2225,1,0,2,1,4,1,3,7,Typ,1,3,Attchd,1992,2,3,713,3,3,2,198,30,0,0,0,0,0,No Fance,None,0,6,2010,WD,Normal Sale,,4328,9019,0.19983833303395007,30,1,1,17,4.4943820224719103E-4,1.3333333333333333,18,0.007903718340219149,0.03951859170109574,317.85714285714283,2,237.66666666666666,2139,5560,17800,11125,4170,2139
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Floating Village Residential,25,4835,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Somerst,Norm,Norm,Townhouse End Unit,1Story,7,5,2004,2005,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,3,2,Poured Contrete,5,3,3,Good Living Quarters,1298,Unfinshed,0,190,1488,GasA,4,1,SBrkr,1488,0,0,1488,1,0,2,0,2,1,3,6,Typ,1,4,Attchd,2004,3,2,506,3,3,2,168,50,0,0,0,0,0,No Fance,None,0,3,2010,WD,Normal Sale,,3482,2841,0.3077559462254395,50,0,1,5,6.720430107526882E-4,1.0,6,0.005170630816959669,0.025853154084798345,248.0,3,253.0,1518,7440,10416,7440,4464,1518
2-STORY PUD - 1946 & NEWER,Floating Village Residential,39,3515,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,7,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,840,840,GasA,4,1,SBrkr,840,840,0,1680,0,0,2,1,2,1,3,3,Typ,0,0,Attchd,2004,2,2,588,3,3,2,0,111,0,0,0,0,0,No Fance,None,0,1,2010,WD,Normal Sale,,3108,2087,0.4779516358463727,111,1,0,6,0.0,0.6666666666666666,6,0.011095305832147937,0.05547652916073968,560.0,0,294.0,1764,3360,11760,8400,2520,1764
2-STORY PUD - 1946 & NEWER,Floating Village Residential,30,3215,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,7,5,2004,2004,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,120,3,2,Poured Contrete,4,3,3,Good Living Quarters,280,Unfinshed,0,320,600,GasA,4,1,SBrkr,600,600,0,1200,0,0,2,1,2,1,3,4,Typ,0,0,Detchd,2004,2,2,480,3,3,2,0,172,0,0,0,0,0,No Fance,None,0,4,2010,ConLD,Normal Sale,,2280,2135,0.37325038880248834,172,1,0,6,0.0,0.6666666666666666,6,0.00933125972006221,0.04665629860031105,300.0,1,240.0,1440,2400,8400,6000,1800,1440
2-STORY PUD - 1946 & NEWER,Floating Village Residential,24,2544,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse Inside Unit,2Story,7,5,2004,2005,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,3,2,Poured Contrete,4,3,1,Good Living Quarters,368,Average Living Quarters,42,190,600,GasA,4,1,SBrkr,600,600,0,1200,1,0,2,1,2,1,3,4,Typ,0,0,Detchd,2004,2,2,480,3,3,2,0,172,0,0,0,0,0,No Fance,None,0,2,2010,WD,Normal Sale,,2280,1464,0.4716981132075472,172,1,1,5,0.0,0.6666666666666666,6,0.009433962264150943,0.04716981132075471,300.0,1,240.0,1440,2400,8400,6000,1800,1440
2-STORY PUD - 1946 & NEWER,Floating Village Residential,24,2544,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse Inside Unit,2Story,6,5,2005,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,216,3,2,Poured Contrete,4,3,1,Good Living Quarters,376,Unfinshed,0,224,600,GasA,4,1,SBrkr,600,636,0,1236,1,0,2,1,2,1,3,4,Typ,0,0,Detchd,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,,2316,1464,0.4858490566037736,166,1,0,5,0.0,0.6666666666666666,5,0.009433962264150943,0.04716981132075471,309.0,1,240.0,1440,2400,7416,6180,1800,1440
2-STORY PUD - 1946 & NEWER,Floating Village Residential,0,2980,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,6,5,2000,2000,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,1159,3,2,Poured Contrete,4,3,1,Good Living Quarters,466,Unfinshed,0,290,756,GasA,4,1,SBrkr,756,756,0,1512,1,0,2,1,2,1,3,5,Typ,0,0,Detchd,2000,1,2,440,3,3,2,0,32,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,,2708,1784,0.5073825503355704,32,1,0,10,0.0,0.6666666666666666,10,0.0,0.0,302.4,2,220.0,1320,3024,9072,7560,2268,1320
2-STORY PUD - 1946 & NEWER,Floating Village Residential,0,2403,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,FR2,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,7,5,2003,2003,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Good Living Quarters,244,Unfinshed,0,286,530,GasA,4,1,SBrkr,530,550,0,1080,0,0,2,1,2,1,3,4,Typ,0,0,Attchd,2003,2,2,496,3,3,2,0,50,0,0,0,0,0,No Fance,None,0,6,2010,WD,Normal Sale,,2106,1377,0.449438202247191,50,1,0,7,0.0,0.6666666666666666,7,0.0,0.0,270.0,1,248.0,1488,2120,7560,5400,1590,1488
1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,57,12853,Paved,Paved,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,8,5,2010,2010,Gable,Two-family Conversion,Cement Board,Cement Board,NA,0,3,2,Poured Contrete,5,1,1,Good Living Quarters,1032,Unfinshed,0,610,1642,GasA,4,1,SBrkr,1418,0,0,1418,1,0,1,1,1,1,3,6,Typ,1,4,Attchd,2010,2,3,852,3,3,2,160,192,0,224,0,0,0,No Fance,None,0,4,2010,New,Partial,,3912,10583,0.11032443787442621,416,0,0,0,7.052186177715092E-4,0.5,0,0.00443476231230063,0.02217381156150315,236.33333333333334,4,284.0,2556,8210,11344,7090,1642,2556
2-STORY 1946 & NEWER,Floating Village Residential,68,7379,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,2Story,8,5,2000,2000,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Good Living Quarters,484,Unfinshed,0,491,975,GasA,4,1,SBrkr,975,873,0,1848,1,0,2,1,3,1,3,7,Typ,1,3,Attchd,2000,2,2,592,3,3,2,280,184,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,,3415,5812,0.2504404390838867,184,1,0,10,5.411255411255411E-4,1.0,10,0.009215340832091069,0.04607670416045534,264.0,3,296.0,1776,3900,14784,9240,2925,1776
1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,80,8000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,7,5,2002,2002,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Good Living Quarters,833,Unfinshed,0,659,1492,GasA,4,1,SBrkr,1492,0,0,1492,1,0,2,0,3,1,3,6,Typ,1,4,Attchd,2002,2,2,596,3,3,2,277,137,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,,3580,5912,0.1865,137,0,0,8,6.702412868632708E-4,1.5,8,0.01,0.05,248.66666666666666,2,298.0,1788,5968,10444,7460,4476,1788
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,10456,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Norm,Norm,Single-family Detached,1Story,6,6,1967,1967,Hip,Two-family Conversion,Hard Board,Hard Board,Brick Face,120,2,2,Cinder Block,3,3,1,Good Living Quarters,506,Unfinshed,0,1323,1829,GasA,3,1,SBrkr,1829,0,0,1829,1,0,2,0,4,1,2,8,Typ,0,0,Attchd,1967,2,2,535,3,3,2,0,76,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,,4193,8092,0.17492348890589135,76,0,0,43,0.0,2.0,43,0.0,0.0,228.625,3,267.5,1605,5487,10974,10974,5487,1605
2-STORY 1946 & NEWER,Residential Low Density,80,10791,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Norm,Norm,Single-family Detached,2Story,6,5,1993,1993,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Poured Contrete,4,3,2,Good Living Quarters,1137,Unfinshed,0,143,1280,GasA,4,1,SBrkr,1280,1215,0,2495,1,0,2,1,4,1,3,9,Typ,1,3,Attchd,1993,1,2,660,3,3,2,224,32,0,0,0,0,0,No Fance,None,0,3,2010,WD,Normal Sale,,4435,8851,0.2312111945139468,32,1,0,17,4.008016032064128E-4,1.3333333333333333,17,0.007413585395236772,0.03706792697618386,277.22222222222223,4,330.0,1980,5120,14970,12475,3840,1980
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,0,18837,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Norm,Norm,Single-family Detached,1.5Fin,6,5,1978,1978,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Poured Contrete,4,3,2,Average Living Quarters,687,Low Quality,46,491,1224,GasA,2,1,SBrkr,1287,604,0,1891,0,1,3,0,3,1,2,7,Typ,1,3,Attchd,1978,2,2,678,3,3,2,0,69,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,,3793,16872,0.10038753517014387,69,1,0,32,5.288207297726071E-4,1.0,32,0.0,0.0,270.14285714285717,3,339.0,2034,4896,11346,9455,3672,2034
2-STORY 1946 & NEWER,Residential Low Density,80,9600,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Norm,Norm,Single-family Detached,2Story,6,6,1971,1971,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Cinder Block,3,3,1,Average Living Quarters,329,Unfinshed,0,386,715,GasA,2,1,SBrkr,930,715,0,1645,0,0,1,2,4,1,2,7,Typ,0,0,Attchd,1971,2,2,441,3,3,2,0,78,0,0,0,0,0,Good Wood,None,0,6,2010,WD,Normal Sale,,2801,8229,0.17135416666666667,78,1,0,39,0.0,1.3333333333333333,39,0.008333333333333333,0.05,235.0,2,220.5,1323,2145,9870,9870,2145,1323
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80,9600,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1966,1966,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,172,2,2,Cinder Block,3,3,1,Average Rec Room,698,Unfinshed,0,534,1232,GasA,2,1,SBrkr,1232,0,0,1232,1,0,1,1,3,1,2,6,Typ,0,0,Attchd,1966,2,2,490,3,3,2,0,224,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,,2954,7878,0.12833333333333333,224,0,0,44,0.0,1.5,44,0.008333333333333333,0.041666666666666664,205.33333333333334,2,245.0,1470,3696,6160,6160,3696,1470
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,90,9900,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1966,1966,Hip,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Poured Contrete,4,3,1,Below Average Living Quarters,1059,Unfinshed,0,150,1209,GasA,3,1,SBrkr,1209,0,0,1209,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1966,2,2,504,3,3,2,0,0,120,0,0,0,0,No Fance,None,0,4,2010,ConLD,Normal Sale,,2922,8187,0.12212121212121212,120,0,0,44,0.0,3.0,44,0.00909090909090909,0.045454545454545456,201.5,2,252.0,1512,4836,6045,6045,3627,1512
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,88,9680,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,6,1967,1967,Gable,Two-family Conversion,Wood Siding,Plywood,Brick Face,268,2,2,Cinder Block,3,3,1,Below Average Living Quarters,1010,Unfinshed,0,500,1510,GasA,4,1,SBrkr,1510,0,0,1510,1,0,2,0,3,1,3,6,Typ,0,0,Attchd,1967,2,2,517,3,3,2,0,40,0,0,204,0,0,Good Privacy,None,0,4,2010,WD,Normal Sale,,3537,7653,0.1559917355371901,244,0,0,43,0.0,1.5,43,0.00909090909090909,0.05454545454545454,251.66666666666666,2,258.5,1551,4530,7550,9060,4530,1551
SPLIT OR MULTI-LEVEL,Residential Low Density,0,10600,Paved,Paved,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,SLvl,6,5,1964,1964,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,3,3,1,Unfinshed,0,Unfinshed,0,533,533,GasA,2,1,SBrkr,1131,644,0,1775,0,0,2,0,3,1,2,8,Typ,0,0,Attchd,1964,1,2,480,3,3,2,0,172,0,0,0,0,0,No Fance,None,0,5,2010,COD,Sale between family members,,2788,8989,0.16745283018867924,172,1,0,46,0.0,1.5,46,0.0,0.0,221.875,4,240.0,1440,1599,10650,8875,1599,1440
DUPLEX - ALL STYLES AND AGES,Residential Low Density,98,13260,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,Two-family Conversion,Hard Board,Hard Board,Brick Face,144,2,2,Cinder Block,3,3,1,Below Average Living Quarters,1500,Unfinshed,0,228,1728,GasA,2,1,SBrkr,1728,0,0,1728,2,0,2,0,6,2,2,10,Typ,0,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,No Fance,None,0,1,2010,Oth,Abnormal Sale,,3456,11532,0.13031674208144797,0,0,1,9,0.0,3.0,48,0.007390648567119155,0.04434389140271493,172.8,2,0.0,0,5184,8640,10368,5184,0
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,68,9724,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1.5Fin,5,7,1952,2002,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,265,3,2,Cinder Block,3,3,1,Low Quality,670,Unfinshed,0,470,1140,GasA,3,1,SBrkr,1929,532,0,2461,0,0,2,0,3,1,2,7,Min2,2,4,Detchd,1994,1,2,400,3,3,2,0,0,0,0,0,0,0,Good Wood,None,0,3,2010,WD,Normal Sale,,4001,7395,0.25308515014397365,0,1,1,8,8.126777732629012E-4,1.5,58,0.006993006993006993,0.04895104895104895,351.57142857142856,3,200.0,1200,3420,12305,17227,3420,1200
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,120,17360,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Artery,Norm,Single-family Detached,1.5Fin,6,6,1949,1950,Gable,Two-family Conversion,Metal Siding,Metal Siding,Stone,340,2,3,Cinder Block,3,3,1,Average Rec Room,300,Unfinshed,0,482,782,GasA,2,1,SBrkr,1019,537,0,1556,0,0,2,0,3,1,2,6,Typ,1,4,Attchd,1949,1,2,470,3,3,2,0,0,150,0,0,0,0,No Fance,None,0,1,2010,WD,Normal Sale,,2808,15871,0.08963133640552995,150,1,1,60,6.426735218508997E-4,1.5,61,0.0069124423963133645,0.041474654377880185,259.3333333333333,2,235.0,1410,2346,9336,9336,2346,1410
SPLIT FOYER,Residential Low Density,75,11380,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,SFoyer,6,8,1966,2008,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,216,2,2,Cinder Block,3,3,4,Good Living Quarters,944,Unfinshed,0,136,1080,GasA,3,1,SBrkr,1128,0,0,1128,1,0,1,0,2,1,3,5,Typ,1,4,Attchd,1966,1,1,315,3,3,2,238,0,0,0,0,0,0,No Fance,Shed,1500,1,2010,WD,Normal Sale,,2523,9937,0.09912126537785589,0,0,1,2,8.865248226950354E-4,2.0,44,0.006590509666080844,0.05272407732864675,225.6,2,315.0,945,3240,6768,9024,3240,945
DUPLEX - ALL STYLES AND AGES,Residential Low Density,70,8267,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,3,3,1,Unfinshed,0,Unfinshed,0,1604,1604,GasA,2,1,SBrkr,1604,0,0,1604,0,0,2,0,4,2,2,8,Typ,0,0,Attchd,1958,1,2,576,3,3,2,42,0,0,0,0,0,0,No Fance,None,0,3,2010,WD,Normal Sale,,3784,6087,0.19402443449860893,0,0,0,52,0.0,2.0,52,0.00846740050804403,0.04233700254022015,200.5,2,288.0,1728,4812,8020,8020,4812,1728
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,8197,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,7,5,2003,2009,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,506,3,2,Poured Contrete,4,3,1,Good Living Quarters,1188,Unfinshed,0,292,1480,GasA,4,1,SBrkr,1480,0,0,1480,1,0,2,0,3,1,3,7,Typ,0,0,Attchd,2003,2,2,620,3,3,2,252,73,0,0,0,0,0,Minimum Privacy,Shed,300,2,2010,WD,Normal Sale,,3580,6097,0.18055386116872027,73,0,1,1,0.0,1.5,7,0.008539709649871904,0.04269854824935952,211.42857142857142,3,310.0,1860,5920,10360,7400,4440,1860
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,8050,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1959,1959,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,150,2,2,Cinder Block,3,3,1,Below Average Living Quarters,856,Average Rec Room,162,125,1143,GasA,2,1,SBrkr,1143,0,0,1143,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1959,2,1,308,3,3,2,0,0,0,0,0,0,0,Good Privacy,None,0,5,2010,WD,Normal Sale,,2594,6599,0.14198757763975156,0,0,0,51,0.0,3.0,51,0.0,0.0,190.5,2,308.0,924,3429,5715,5715,3429,924
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,87,10725,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1959,1959,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,91,2,2,Cinder Block,3,3,1,Average Rec Room,936,Unfinshed,0,270,1206,GasA,1,1,SBrkr,1206,0,0,1206,0,0,1,0,3,1,2,6,Typ,0,0,Attchd,1959,2,1,312,3,3,2,0,21,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,,2724,9207,0.11244755244755245,21,0,0,51,0.0,3.0,51,0.008111888111888113,0.040559440559440565,201.0,2,312.0,936,3618,6030,6030,3618,936
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80,10032,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,6,5,1959,1959,Gable,Two-family Conversion,Wood Siding,Wood Siding,Stone,432,2,2,Cinder Block,3,3,1,Average Rec Room,734,Unfinshed,0,510,1244,GasA,4,1,SBrkr,1580,0,0,1580,1,0,1,1,3,1,2,6,Typ,2,4,Attchd,1956,1,2,440,3,3,2,0,28,0,0,160,0,0,Good Wood,None,0,6,2010,WD,Normal Sale,,3264,8012,0.15749601275917066,188,0,0,51,0.0012658227848101266,1.5,51,0.007974481658692184,0.03987240829346092,263.3333333333333,2,220.0,1320,3732,9480,7900,3732,1320
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60,8382,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1.5Fin,4,5,1956,1956,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Cinder Block,3,3,1,Unfinshed,0,Unfinshed,0,832,832,GasA,2,1,FuseA,832,505,0,1337,0,0,1,0,3,1,2,5,Typ,0,0,Attchd,1956,1,1,263,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,2,2010,WD,Normal Sale,,2432,7287,0.15950847053209258,0,1,0,54,0.0,3.0,54,0.0071581961345740875,0.03579098067287044,267.4,1,263.0,789,2496,5348,6685,2496,789
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60,10950,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,7,1952,1952,Gable,Two-family Conversion,Wood Shingles,Wood Shingles,NA,0,2,2,Cinder Block,3,3,1,Below Average Living Quarters,339,Unfinshed,0,525,864,GasA,2,1,SBrkr,1064,0,0,1064,0,1,1,0,2,1,1,4,Typ,0,0,Detchd,1952,1,1,318,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,,2246,9568,0.0971689497716895,0,0,0,58,0.0,2.0,58,0.005479452054794521,0.038356164383561646,266.0,1,318.0,954,2592,5320,7448,2592,954
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,119,10895,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,6,1955,1955,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,3,Cinder Block,3,3,1,Average Rec Room,648,Unfinshed,0,324,972,GasA,2,1,SBrkr,972,0,0,972,0,0,1,0,3,1,2,5,Typ,0,0,Attchd,1955,1,1,305,3,3,2,0,0,205,0,0,0,0,Good Wood,None,0,6,2010,WD,Normal Sale,,2249,9618,0.08921523634694814,205,0,0,55,0.0,3.0,55,0.010922441486920606,0.06553464892152364,194.4,1,305.0,915,2916,4860,5832,2916,915
2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,70,13587,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Two-family Conversion,1Story,5,5,1958,1958,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Cinder Block,3,3,3,Average Rec Room,532,Unfinshed,0,456,988,GasA,2,1,SBrkr,988,0,0,988,1,0,1,0,2,1,2,5,Typ,0,0,Attchd,1958,1,1,264,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,4,2010,WD,Abnormal Sale,,2240,12335,0.07271656730698461,0,0,0,52,0.0,2.0,52,0.005151983513652756,0.025759917568263783,197.6,2,264.0,792,2964,4940,4940,2964,792
1-STORY 1945 & OLDER,Residential Low Density,65,7898,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,4,7,1920,1994,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,576,576,GasA,3,1,SBrkr,985,0,0,985,0,1,1,0,2,1,2,4,Typ,0,0,Detchd,1989,1,2,676,3,3,0,0,0,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,,2237,6237,0.12471511775132946,0,0,1,16,0.0,2.0,90,0.00822993162826032,0.05760952139782224,246.25,1,338.0,2028,1728,3940,6895,1728,2028
