DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,85,11049,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,8,5,2007,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,5,3,3,Unfinshed,0,Unfinshed,0,1234,1234,GasA,4,1,SBrkr,1234,0,0,1234,0,0,2,0,3,1,3,7,Typ,0,0,Attchd,2007,2,2,484,3,3,2,0,30,0,0,0,0,0,No Fance,None,0,1,2008,WD,Normal Sale,179900,2952,9331,0.11168431532265363,30,0,0,1,0.0,1.5,1,0.00769300389175491,0.03846501945877455,176.28571428571428,3,242.0,1452,6170,9872,6170,3702,1452
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,10552,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1959,1959,Hip,Two-family Conversion,Brick Face,Brick Face,NA,0,2,2,Cinder Block,3,3,1,Average Rec Room,1018,Unfinshed,0,380,1398,GasA,3,1,SBrkr,1700,0,0,1700,0,1,1,1,4,1,3,6,Typ,1,4,Attchd,1959,2,2,447,3,3,2,0,38,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,165500,3545,8405,0.16110689916603488,38,0,0,51,5.88235294117647E-4,2.0,51,0.006633813495072024,0.03316906747536012,283.3333333333333,1,223.5,1341,4194,8500,8500,4194,1341
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,60,7313,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,9,5,2005,2005,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,246,4,2,Poured Contrete,5,3,1,Good Living Quarters,1153,Unfinshed,0,408,1561,GasA,4,1,SBrkr,1561,0,0,1561,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2005,3,2,556,3,3,2,203,47,0,0,0,0,0,No Fance,None,0,8,2007,WD,Normal Sale,277500,3678,5196,0.21345549022289073,47,0,0,2,6.406149903907751E-4,1.0,2,0.008204567209079722,0.04102283604539861,260.1666666666667,3,278.0,1668,7805,14049,7805,4683,1668
2-STORY 1946 & NEWER,Residential Low Density,108,13418,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,8,5,2004,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,132,3,2,Poured Contrete,5,3,3,Unfinshed,0,Unfinshed,0,1117,1117,GasA,4,1,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,3,9,Typ,1,4,BuiltIn,2004,3,3,691,3,3,2,113,32,0,0,0,0,0,No Fance,None,0,9,2006,WD,Normal Sale,309000,4260,11595,0.18273960351766283,32,1,1,1,4.078303425774878E-4,1.0,2,0.008048889551348934,0.04024444775674467,272.44444444444446,4,230.33333333333334,2073,5585,19616,12260,3351,2073
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,112,10859,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,5,5,1994,1995,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1097,1097,GasA,4,1,SBrkr,1097,0,0,1097,0,0,1,1,3,1,2,6,Typ,0,0,Attchd,1995,1,2,672,3,3,2,392,64,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,145000,2866,9090,0.10102219357215213,64,0,1,14,0.0,1.5,15,0.010314025232526015,0.05157012616263008,182.83333333333334,2,336.0,2016,4388,5485,5485,3291,2016
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,74,8532,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,6,1954,1990,Hip,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,650,2,2,Cinder Block,3,3,1,Average Rec Room,1213,Unfinshed,0,84,1297,GasA,3,1,SBrkr,1297,0,0,1297,0,1,1,0,3,1,2,5,Typ,1,3,Attchd,1954,3,2,498,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,10,2009,WD,Normal Sale,153000,3092,6737,0.15201593999062354,0,0,1,19,7.710100231303007E-4,3.0,55,0.008673230192217534,0.052039381153305204,259.4,1,249.0,1494,3891,6485,7782,3891,1494
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68,7922,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,7,1953,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Cinder Block,3,3,1,Good Living Quarters,731,Unfinshed,0,326,1057,GasA,2,1,SBrkr,1057,0,0,1057,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,1953,1,1,246,3,3,2,0,52,0,0,0,0,0,No Fance,None,0,1,2010,WD,Abnormal Sale,109000,2360,6619,0.13342590254986114,52,0,1,3,0.0,3.0,57,0.008583690987124463,0.060085836909871244,211.4,1,246.0,738,3171,5285,7399,3171,738
DUPLEX - ALL STYLES AND AGES,Residential Low Density,65,6040,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,Two-family Conversion,Asbestos Shingles,Plywood,NA,0,2,2,Poured Contrete,0,0,0,No Basement,0,No Basement,0,0,0,GasA,2,0,FuseP,1152,0,0,1152,0,0,2,0,2,2,1,6,Typ,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Fance,None,0,6,2008,WD,Adjoining Land Purchase,82000,1152,4888,0.19072847682119207,0,0,0,53,0.0,1.0,53,0.01076158940397351,0.05380794701986755,192.0,2,0.0,0,0,4608,5760,0,0
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,84,8658,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,6,5,1965,1965,Gable,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,101,2,2,Cinder Block,3,3,1,Average Rec Room,643,Unfinshed,0,445,1088,GasA,4,1,SBrkr,1324,0,0,1324,0,0,2,0,3,1,2,6,Typ,1,3,Attchd,1965,2,2,440,3,3,2,0,138,0,0,0,0,0,Good Wood,None,0,12,2006,WD,Abnormal Sale,160000,2852,6894,0.15292215292215292,138,0,0,41,7.552870090634441E-4,1.5,41,0.009702009702009701,0.048510048510048503,220.66666666666666,2,220.0,1320,3264,7944,6620,3264,1320
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,115,16905,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,5,6,1959,1959,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Cinder Block,3,3,4,Below Average Living Quarters,967,Unfinshed,0,383,1350,GasA,3,1,SBrkr,1328,0,0,1328,0,1,1,1,2,1,2,5,Typ,2,4,Attchd,1959,2,1,308,3,3,1,0,104,0,0,0,0,0,No Fance,None,0,7,2007,WD,Normal Sale,170000,2986,15269,0.07855664004732328,104,0,0,48,0.0015060240963855422,1.0,48,0.006802721088435374,0.04081632653061224,265.6,2,308.0,924,4050,6640,7968,4050,924
SPLIT FOYER,Residential Low Density,0,9180,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,SawyerW,Norm,Norm,Single-family Detached,SFoyer,5,7,1983,1983,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,4,3,3,Average Living Quarters,747,Low Quality,93,0,840,GasA,3,1,SBrkr,884,0,0,884,1,0,1,0,2,1,3,5,Typ,0,0,Attchd,1983,2,2,504,3,4,2,240,0,0,0,0,0,0,Minimum Privacy,None,0,12,2007,WD,Normal Sale,144000,2228,7792,0.0962962962962963,0,0,0,24,0.0,2.0,24,0.0,0.0,176.8,2,252.0,1512,3360,4420,6188,2520,2016
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,9200,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,5,6,1975,1980,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Cinder Block,4,3,3,Low Quality,280,Below Average Living Quarters,491,167,938,GasA,2,1,SBrkr,938,0,0,938,1,0,1,0,3,1,2,5,Typ,0,0,Detchd,1977,1,1,308,3,3,2,145,0,0,0,0,0,0,Minimum Privacy,None,0,7,2008,WD,Normal Sale,130250,2184,7954,0.10195652173913043,0,0,1,28,0.0,3.0,33,0.0,0.0,187.6,1,308.0,924,3752,4690,5628,2814,924
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,7945,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,6,1959,1959,Gable,Two-family Conversion,Brick Face,Wood Siding,NA,0,2,2,Cinder Block,3,3,1,Average Living Quarters,179,Below Average Living Quarters,506,465,1150,GasA,4,1,FuseA,1150,0,0,1150,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1959,2,1,300,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,5,2006,WD,Normal Sale,141000,2600,6495,0.144745122718691,0,0,0,47,0.0,3.0,47,0.00881057268722467,0.052863436123348026,191.66666666666666,2,300.0,900,3450,5750,6900,3450,900
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,61,7658,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,9,5,2005,2005,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,412,4,2,Poured Contrete,5,3,1,Good Living Quarters,456,Unfinshed,0,1296,1752,GasA,4,1,SBrkr,1752,0,0,1752,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2005,2,2,576,3,3,2,196,82,0,0,0,0,0,No Fance,None,0,2,2010,WD,Normal Sale,319900,4080,5330,0.2287803604074171,82,0,0,5,5.707762557077625E-4,1.0,5,0.007965526247061896,0.03982763123530948,292.0,3,288.0,1728,8760,15768,8760,5256,1728
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,48,12822,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Mitchel,Norm,Norm,Single-family Detached,1.5Fin,7,5,2003,2003,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,5,3,1,Good Living Quarters,1351,Unfinshed,0,83,1434,GasA,4,1,SBrkr,1518,631,0,2149,1,0,1,1,1,1,3,6,Typ,1,5,Attchd,2003,2,2,670,3,3,2,168,43,0,0,198,0,0,No Fance,None,0,8,2009,WD,Abnormal Sale,239686,4253,10634,0.16760255810326002,241,1,0,6,4.6533271288971617E-4,0.5,6,0.003743565746373421,0.018717828731867104,358.1666666666667,4,335.0,2010,7170,15043,10745,4302,2010
1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,84,11096,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,8,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,3,Good Living Quarters,24,Unfinshed,0,1632,1656,GasA,4,1,SBrkr,1656,0,0,1656,0,0,2,0,3,1,3,7,Typ,0,0,Attchd,2006,2,3,826,3,3,2,0,146,0,0,0,0,0,No Fance,None,0,7,2007,WD,Normal Sale,249700,4138,8614,0.14924297043979812,146,0,0,1,0.0,1.5,1,0.007570295602018745,0.037851478010093725,236.57142857142858,3,275.3333333333333,2478,6624,13248,8280,4968,2478
2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,33,4456,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,OldTown,Norm,Norm,Two-family Conversion,2Story,4,5,1920,2008,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,736,736,GasA,3,1,SBrkr,736,716,0,1452,0,0,2,0,2,3,2,8,Typ,0,0,NA,0,0,0,0,0,0,0,0,0,102,0,0,0,0,No Fance,None,0,6,2009,New,Partial,113000,2188,3720,0.3258527827648115,102,1,1,1,0.0,1.0,89,0.007405745062836625,0.03702872531418312,181.5,3,0.0,0,2208,5808,7260,2208,0
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66,7742,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,5,7,1966,1966,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,3,3,1,Below Average Living Quarters,763,Unfinshed,0,192,955,GasA,4,1,SBrkr,955,0,0,955,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1966,1,1,386,3,3,2,0,0,0,0,0,0,0,Minimum Privacy,None,0,1,2007,WD,Normal Sale,127000,2296,6401,0.12335313872384397,0,0,0,41,0.0,3.0,41,0.008524928958925343,0.0596745027124774,159.16666666666666,2,386.0,1158,2865,4775,6685,2865,1158
2-STORY 1946 & NEWER,Residential Low Density,0,13869,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,6,6,1997,1997,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,3,Good Living Quarters,182,Unfinshed,0,612,794,GasA,3,1,SBrkr,794,676,0,1470,0,1,2,0,3,1,2,6,Typ,0,0,Attchd,1997,3,2,388,3,3,2,0,75,0,0,0,0,0,No Fance,None,0,7,2007,WD,Normal Sale,177000,2652,12687,0.10599178022928835,75,1,0,10,0.0,1.5,10,0.0,0.0,245.0,2,194.0,1164,3176,8820,8820,2382,1164
1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52,6240,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,BrkSide,Norm,Norm,Single-family Detached,1.5Fin,6,6,1934,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Poured Contrete,3,3,1,Unfinshed,0,Unfinshed,0,816,816,GasA,2,1,SBrkr,816,0,360,1176,0,0,1,0,3,1,2,6,Typ,1,4,Detchd,1985,1,2,528,3,3,2,112,0,0,0,0,0,0,Minimum Privacy,Shed,400,9,2006,WD,Normal Sale,114500,2520,4536,0.18846153846153846,0,0,1,56,8.503401360544217E-4,3.0,72,0.008333333333333333,0.05,196.0,2,264.0,1584,2448,7056,7056,2448,1584
DUPLEX - ALL STYLES AND AGES,Residential Medium Density,110,8472,Grovel,Not Alley Access,Moderately Irregular,Banked,All public Utilities,Corner,Moderate,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,1,2,Cinder Block,4,3,4,Low Quality,104,Good Living Quarters,712,0,816,GasA,2,0,SBrkr,816,0,0,816,1,0,1,0,2,1,2,5,Typ,0,0,CarPort,1963,1,2,516,3,3,2,106,0,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,110000,2148,7140,0.09631728045325778,0,0,0,47,0.0,2.0,47,0.012983947119924457,0.06491973559962229,163.2,2,258.0,1548,3264,4080,4080,2448,1548
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68,50271,Paved,Not Alley Access,Slightly irregular,Depression,All public Utilities,Inside,Gentle,Veenker,Norm,Norm,Single-family Detached,1Story,9,5,1981,1987,Gable,Wood Shingles,Wood Shingles,Wood Shingles,NA,0,3,2,Cinder Block,5,3,4,Good Living Quarters,1810,Unfinshed,0,32,1842,GasA,3,1,SBrkr,1842,0,0,1842,2,0,0,1,0,1,3,5,Typ,1,4,Attchd,1981,3,3,894,3,3,2,857,72,0,0,0,0,0,No Fance,None,0,11,2006,WD,Normal Sale,385000,4578,47535,0.036641403592528494,72,0,1,19,5.428881650380022E-4,0.0,25,0.0013526685365319966,0.006763342682659983,368.4,4,298.0,2682,9210,16578,9210,5526,2682
SPLIT OR MULTI-LEVEL,Residential Low Density,60,7134,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Moderate,NAmes,Norm,Norm,Single-family Detached,SLvl,5,5,1955,1955,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Cinder Block,3,3,1,Average Living Quarters,384,Unfinshed,0,0,384,GasA,2,1,SBrkr,1360,0,0,1360,0,0,1,0,3,1,2,6,Min1,1,3,Detchd,1962,1,2,572,3,3,2,0,50,0,0,0,0,0,Minimum Privacy,None,0,2,2007,WD,Normal Sale,130000,2316,5202,0.1906363891225119,50,0,0,52,7.352941176470588E-4,3.0,52,0.008410428931875526,0.04205214465937763,226.66666666666666,2,286.0,1716,1152,6800,6800,1152,1716
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100,10175,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,6,5,1964,1964,Gable,Two-family Conversion,Hard Board,Plywood,Brick Face,272,2,2,Cinder Block,3,3,1,Below Average Living Quarters,490,Unfinshed,0,935,1425,GasA,3,1,SBrkr,1425,0,0,1425,0,0,2,0,3,1,2,7,Typ,1,4,Attchd,1964,2,2,576,3,3,2,0,0,0,407,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,180500,3426,8174,0.14004914004914004,407,0,0,44,7.017543859649122E-4,1.5,44,0.009828009828009828,0.04914004914004914,203.57142857142858,3,288.0,1728,4275,8550,7125,4275,1728
2-STORY PUD - 1946 & NEWER,Floating Village Residential,24,2645,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse Inside Unit,2Story,8,5,1999,2000,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,456,3,2,Poured Contrete,4,3,1,Good Living Quarters,649,Unfinshed,0,321,970,GasA,4,1,SBrkr,983,756,0,1739,1,0,2,1,3,1,3,7,Typ,0,0,Attchd,1999,3,2,480,3,3,2,115,0,0,0,0,0,0,No Fance,None,0,8,2009,WD,Abnormal Sale,172500,3189,1182,0.6574669187145558,0,1,1,9,0.0,1.0,10,0.009073724007561436,0.04536862003780718,248.42857142857142,3,240.0,1440,3880,13912,8695,2910,1440
2-STORY 1946 & NEWER,Residential Low Density,89,11645,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,CollgCr,Norm,Norm,Single-family Detached,2Story,7,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,860,860,GasA,4,1,SBrkr,860,860,0,1720,0,0,2,1,3,1,3,7,Typ,0,0,Attchd,2004,2,2,565,3,3,2,0,70,0,0,0,0,0,No Fance,None,0,8,2006,WD,Normal Sale,196500,3145,10220,0.1477028767711464,70,1,0,2,0.0,1.0,2,0.007642765135251181,0.038213825676255905,245.71428571428572,3,282.5,1695,3440,12040,8600,2580,1695
2-STORY 1946 & NEWER,Residential Low Density,66,13682,Paved,Not Alley Access,Moderately Irregular,Hillside,All public Utilities,CulDSac,Gentle,StoneBr,Norm,Norm,Single-family Detached,2Story,10,5,2006,2006,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,1031,4,2,Poured Contrete,5,3,4,Unfinshed,0,Unfinshed,0,1410,1410,GasA,4,1,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,3,10,Typ,1,4,BuiltIn,2006,3,3,641,3,3,2,192,0,37,0,0,0,0,No Fance,None,0,10,2006,New,Partial,438780,4996,11615,0.21524630901914923,37,1,0,0,3.3955857385398983E-4,0.75,0,0.004823856161379915,0.024119280806899575,294.5,6,213.66666666666666,1923,7050,29450,14725,4230,1923
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60,7200,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,5,7,1972,1972,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,3,3,3,Average Living Quarters,632,Unfinshed,0,148,780,GasA,4,1,SBrkr,780,0,0,780,0,0,1,0,2,1,2,4,Typ,0,0,Detchd,1973,1,1,352,3,3,2,196,0,0,0,0,0,0,Minimum Privacy,None,0,1,2008,WD,Normal Sale,124900,1912,6068,0.10833333333333334,0,0,0,36,0.0,2.0,36,0.008333333333333333,0.058333333333333334,195.0,1,352.0,1056,2340,3900,5460,2340,1056
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63,13072,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,RRAe,Norm,Single-family Detached,1Story,6,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Average Living Quarters,941,Unfinshed,0,217,1158,GasA,4,1,SBrkr,1158,0,0,1158,1,0,1,1,3,1,3,5,Typ,0,0,Detchd,2006,1,2,576,3,3,2,0,50,0,0,0,0,0,No Fance,None,0,5,2006,New,Partial,158000,2892,11338,0.08858629130966952,50,0,0,2,0.0,1.5,2,0.004819461444308446,0.024097307221542227,231.6,1,288.0,1728,4632,6948,5790,3474,1728
2-1/2 STORY ALL AGES,Residential Medium Density,60,7200,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,2.5Unf,5,7,1920,1996,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Brick & Tile,3,2,1,Unfinshed,0,Unfinshed,0,530,530,GasA,2,0,SBrkr,581,530,0,1111,0,0,1,0,3,1,1,6,Typ,0,0,Detchd,1935,1,1,288,3,3,0,0,0,144,0,0,0,0,No Fance,None,0,3,2007,WD,Normal Sale,101000,1929,6331,0.15430555555555556,144,1,1,11,0.0,3.0,87,0.008333333333333333,0.058333333333333334,185.16666666666666,2,288.0,864,1590,5555,7777,1060,864
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,44,6442,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,8,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,178,3,2,Poured Contrete,4,4,2,Good Living Quarters,24,Unfinshed,0,1346,1370,GasA,4,1,SBrkr,1370,0,0,1370,0,0,2,0,2,1,3,6,Typ,1,4,Attchd,2006,2,2,484,3,3,2,120,49,0,0,0,0,0,No Fance,None,0,10,2007,WD,Normal Sale,202500,3224,4588,0.21266687364172618,49,0,0,1,7.2992700729927E-4,1.0,1,0.006830176963675877,0.034150884818379384,228.33333333333334,3,242.0,1452,5480,10960,6850,5480,1452
2-STORY 1945 & OLDER,Residential Medium Density,50,10300,Paved,Not Alley Access,Slightly irregular,Banked,All public Utilities,Inside,Gentle,OldTown,RRAn,Feedr,Single-family Detached,2Story,7,6,1921,1950,Gable,Two-family Conversion,Stucco,Stucco,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,576,576,GasA,3,1,SBrkr,902,808,0,1710,0,0,2,0,3,1,2,9,Typ,0,0,Detchd,1990,1,2,480,3,3,2,12,11,64,0,0,0,0,Good Privacy,None,0,4,2010,WD,Normal Sale,140000,2766,8918,0.16601941747572815,75,1,1,60,0.0,1.5,89,0.0048543689320388345,0.029126213592233007,190.0,5,240.0,1440,1728,11970,10260,1728,1440
2-STORY 1946 & NEWER,Residential Low Density,0,9375,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,2Story,7,5,1997,1998,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,573,2,2,Poured Contrete,4,3,1,Good Living Quarters,739,Unfinshed,0,318,1057,GasA,4,1,SBrkr,1057,977,0,2034,1,0,2,1,3,1,3,8,Typ,0,0,Attchd,1998,2,2,645,3,3,2,576,36,0,0,0,0,0,Good Privacy,None,0,2,2009,WD,Normal Sale,219500,3736,7673,0.21696,36,1,1,11,0.0,1.0,12,0.0,0.0,254.25,4,322.5,1935,4228,14238,10170,3171,1935
2-STORY 1946 & NEWER,Residential Low Density,76,9591,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,8,5,2004,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,344,3,2,Poured Contrete,5,3,3,Unfinshed,0,Unfinshed,0,1143,1143,GasA,4,1,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,3,9,Typ,1,4,BuiltIn,2004,2,3,852,3,3,2,192,151,0,0,0,0,0,No Fance,None,0,10,2007,WD,Normal Sale,317000,4468,7596,0.2578458971952872,151,1,1,2,4.043671653861706E-4,1.3333333333333333,3,0.007924095506203733,0.03962047753101866,274.77777777777777,4,284.0,2556,5715,19784,12365,3429,2556
